,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Education level,Nature,Reporting Type,Units
184458,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",360,Indonesia,2017,51.72859,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184459,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",360,Indonesia,2017,32.00007,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184460,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",360,Indonesia,2018,48.1263,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184461,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",360,Indonesia,2018,40.06711,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184462,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",364,Iran (Islamic Republic of),2012,45.5388,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184463,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",364,Iran (Islamic Republic of),2012,90.45359,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184464,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",364,Iran (Islamic Republic of),2012,59.72812,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184465,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",364,Iran (Islamic Republic of),2012,76.22202,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184466,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",376,Israel,2014,85.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,PERCENT
184467,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",376,Israel,2014,85.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,PERCENT
184468,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",376,Israel,2014,85.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,E,G,PERCENT
184469,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",376,Israel,2014,85.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,PERCENT
184470,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",376,Israel,2015,85.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,E,G,PERCENT
184471,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",376,Israel,2015,85.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,PERCENT
184472,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",376,Israel,2015,85.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,PERCENT
184473,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",376,Israel,2015,85.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,PERCENT
184474,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",376,Israel,2016,85.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,E,G,PERCENT
184475,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",376,Israel,2016,85.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,E,G,PERCENT
184476,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",376,Israel,2016,85.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,E,G,PERCENT
184477,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",376,Israel,2016,85.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,E,G,PERCENT
184478,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",384,Côte d'Ivoire,2019,86.08414,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184479,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",388,Jamaica,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184480,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",388,Jamaica,2016,72.78195,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184481,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",388,Jamaica,2016,46.76471,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184482,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",388,Jamaica,2016,33.1422,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184483,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",388,Jamaica,2017,100.0,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184484,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",388,Jamaica,2017,33.10424,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184485,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",388,Jamaica,2017,46.76471,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184486,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",388,Jamaica,2017,72.78195,2017,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184487,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",388,Jamaica,2018,98.48485,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184488,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",388,Jamaica,2018,85.33792,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184489,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",388,Jamaica,2019,85.24027,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184490,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",388,Jamaica,2019,100.0,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184491,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",400,Jordan,2011,88.18025,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184492,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",400,Jordan,2011,97.50693,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184493,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",400,Jordan,2011,96.50046,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184494,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",400,Jordan,2011,96.0041,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184495,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",400,Jordan,2018,62.15151,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184496,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",400,Jordan,2018,73.59639,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184497,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",400,Jordan,2018,99.93519,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184498,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",400,Jordan,2018,12.74307,2018,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184499,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",400,Jordan,2019,100.0,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184500,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",400,Jordan,2019,73.09854,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184501,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",400,Jordan,2019,61.53228,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184502,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",400,Jordan,2019,13.40185,2019,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184503,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2000,100.0,2000,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184504,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2000,100.0,2000,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184505,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2000,100.0,2000,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184506,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2000,100.0,2000,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184507,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2001,100.0,2001,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184508,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2001,100.0,2001,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184509,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2001,100.0,2001,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184510,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2001,100.0,2001,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184511,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2002,100.0,2002,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184512,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2002,100.0,2002,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184513,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2002,100.0,2002,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184514,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2002,100.0,2002,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184515,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2003,100.0,2003,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184516,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2003,100.0,2003,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184517,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2003,100.0,2003,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184518,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2003,100.0,2003,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184519,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2004,100.0,2004,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184520,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2004,100.0,2004,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184521,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2004,100.0,2004,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184522,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2004,100.0,2004,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184523,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2005,100.0,2005,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184524,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2005,100.0,2005,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184525,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2005,100.0,2005,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184526,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2005,100.0,2005,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184527,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2006,100.0,2006,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184528,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2006,100.0,2006,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184529,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2006,100.0,2006,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184530,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2006,100.0,2006,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184531,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2007,100.0,2007,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184532,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2007,100.0,2007,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184533,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2007,100.0,2007,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184534,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2007,100.0,2007,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184535,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2008,100.0,2008,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184536,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2008,100.0,2008,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184537,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2008,100.0,2008,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184538,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2008,100.0,2008,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184539,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2009,100.0,2009,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184540,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2009,100.0,2009,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184541,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2009,100.0,2009,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184542,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2009,100.0,2009,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184543,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184544,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184545,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184546,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2010,100.0,2010,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184547,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184548,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184549,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184550,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2011,100.0,2011,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184551,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184552,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184553,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184554,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2012,100.0,2012,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184555,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184556,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184557,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184558,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2013,100.0,2013,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184559,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184560,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184561,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184562,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2014,100.0,2014,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184563,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,UPPSEC,C,G,PERCENT
184564,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
184565,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184566,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2015,100.0,2015,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,SECOND,C,G,PERCENT
184567,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,LOWSEC,C,G,PERCENT
184568,4,4.a,4.a.1,SE_ACS_CMPTR,"Proportion of schools with access to computers for pedagogical purposes, by education level (%)",410,Republic of Korea,2016,100.0,2016,UNESCO Institute for Statistics.  Data extracted on 13 April 2021.,,PRIMAR,C,G,PERCENT
