,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,UpperBound,LowerBound,Source,FootNote,Nature,Reporting Type,Sampling Stations,Units
6290,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.921,2019,8.134,7.763,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: TERSLG50 | LATITUDE: 53.768 | LONGITUDE: 4.77,C,G,TERSLG50,PH
6291,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.878,2019,8.158,7.687,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: WALCRN2  | LATITUDE: 51.549 | LONGITUDE: 3.41,C,G,WALCRN2,PH
6292,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.972,2019,8.188,7.743,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: NOORDWK10 | LATITUDE: 52.302 | LONGITUDE: 4.30,C,G,NOORDWK10,PH
6293,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.879,2019,8.021,7.71,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: GOERE2 | LATITUDE: 51.847| LONGITUDE: 3.92,C,G,GOERE2,PH
6294,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.884,2019,8.032,7.719,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: GOERE6 | LATITUDE: 51.870| LONGITUDE: 3.87,C,G,GOERE6,PH
6295,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.969,2019,8.18,7.76,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: NOORDWK2 | LATITUDE: 52.261| LONGITUDE: 4.41,C,G,NOORDWK2,PH
6296,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.900,2019,7.944,7.745,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: ROTTMPT70 | LATITUDE: 54.118 | LONGITUDE: 6.21,C,G,ROTTMPT70,PH
6297,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.916,2019,8.224,7.695,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: SCHOUWN10 | LATITUDE: 51.720 | LONGITUDE: 3.50 ,C,G,SCHOUWN10,PH
6298,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.960,2019,8.149,7.773,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: TERSLG10 | LATITUDE: 53.461| LONGITUDE: 5.10,C,G,TERSLG10,PH
6299,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.894,2019,8.083,7.792,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: WALCRN70  | LATITUDE: 51.957 | LONGITUDE: 2.68,C,G,WALCRN70,PH
6300,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.889,2019,8.153,7.703,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: WALCRN20  | LATITUDE: 51.659 | LONGITUDE: 3.22,C,G,WALCRN20,PH
6301,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.949,2019,7.972,7.922,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: ROTTMPT50 | LATITUDE: 53.954 | LONGITUDE: 6.31,C,G,ROTTMPT50,PH
6302,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.894,2019,8.001,7.745,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: NOORDWK70 | LATITUDE: 52.569 | LONGITUDE: 3.53,C,G,NOORDWK70,PH
6303,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.963,2019,8.175,7.762,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: NOORDWK20 | LATITUDE: 52.342 | LONGITUDE: 4.18,C,G,NOORDWK20,PH
6304,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2015,8.045,2015,8.298,7.898,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.18,C,G,BAYOFPLENTY,PH
6305,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2015,8.077,2015,8.318,7.941,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Chatham Islands | LATITUDE: -43.946 | LONGITUDE: 176.56,C,G,CHATHAMISLANDS,PH
6306,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2015,8.077,2015,8.202,7.855,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Dunedin Pylon | LATITUDE: -45.780 | LONGITUDE: 170.72,C,G,DUNEDINPYLON,PH
6307,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2015,8.025,2015,8.093,7.939,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Golden Bay | LATITUDE: -40.630 | LONGITUDE: 172.72,C,G,GOLDENBAY,PH
6308,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2015,8.064,2015,8.134,8.003,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Marlborough Sounds | LATITUDE: -41.033| LONGITUDE: 174.02,C,G,MARLBOROUGHSOUNDS,PH
6309,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2015,8.047,2015,8.152,7.972,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Stewart Island | LATITUDE: -46.925 | LONGITUDE: 168.13,C,G,STEWARTISLAND,PH
6310,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2015,8.038,2015,8.121,7.963,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Wellington | LATITUDE: -41.301 | LONGITUDE: 174.81,C,G,WELLINGTON,PH
6311,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2015,8.044,2015,8.147,7.88,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.62,C,G,WESTCOAST-JACKSONBAY,PH
6312,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2015,7.938,2015,8.009,7.806,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Auckland | LATITUDE: -36.823 | LONGITUDE: 174.72,C,G,AUCKLAND,PH
6313,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2015,8.030,2015,8.122,7.938,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Tasman Bay | LATITUDE: -41.191 | LONGITUDE: 173.35,C,G,TASMANBAY,PH
6314,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2016,8.008,2016,8.096,7.956,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Wellington | LATITUDE: -41.301 | LONGITUDE: 174.81,C,G,WELLINGTON,PH
6315,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2016,8.050,2016,8.175,7.951,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.62,C,G,WESTCOAST-JACKSONBAY,PH
6316,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2016,8.049,2016,8.164,7.96,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Stewart Island | LATITUDE: -46.925 | LONGITUDE: 168.13,C,G,STEWARTISLAND,PH
6317,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2016,7.958,2016,8.083,7.869,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Auckland | LATITUDE: -36.823 | LONGITUDE: 174.72,C,G,AUCKLAND,PH
6318,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2016,8.031,2016,8.168,7.944,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.18,C,G,BAYOFPLENTY,PH
6319,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2016,8.007,2016,8.093,7.813,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Chatham Islands | LATITUDE: -43.946 | LONGITUDE: 176.56,C,G,CHATHAMISLANDS,PH
6320,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2016,8.040,2016,8.139,7.912,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Dunedin Pylon | LATITUDE: -45.780 | LONGITUDE: 170.72,C,G,DUNEDINPYLON,PH
6321,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2016,7.988,2016,8.109,7.809,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Golden Bay | LATITUDE: -40.630 | LONGITUDE: 172.72,C,G,GOLDENBAY,PH
6322,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2016,7.952,2016,8.051,7.814,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Marlborough Sounds | LATITUDE: -41.033| LONGITUDE: 174.02,C,G,MARLBOROUGHSOUNDS,PH
6323,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2016,8.015,2016,8.117,7.931,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Tasman Bay | LATITUDE: -41.191 | LONGITUDE: 173.35,C,G,TASMANBAY,PH
6324,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2017,7.940,2017,8.012,7.87,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Auckland | LATITUDE: -36.823 | LONGITUDE: 174.72,C,G,AUCKLAND,PH
6325,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2017,8.031,2017,8.128,7.974,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.18,C,G,BAYOFPLENTY,PH
6326,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2017,8.009,2017,8.197,7.887,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Chatham Islands | LATITUDE: -43.946 | LONGITUDE: 176.56,C,G,CHATHAMISLANDS,PH
6327,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2017,8.041,2017,8.114,7.808,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Dunedin Pylon | LATITUDE: -45.780 | LONGITUDE: 170.72,C,G,DUNEDINPYLON,PH
6328,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2017,8.027,2017,8.136,7.984,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Marlborough Sounds | LATITUDE: -41.033| LONGITUDE: 174.02,C,G,MARLBOROUGHSOUNDS,PH
6329,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2017,8.024,2017,8.137,7.768,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Stewart Island | LATITUDE: -46.925 | LONGITUDE: 168.13,C,G,STEWARTISLAND,PH
6330,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2017,8.006,2017,8.109,7.878,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Golden Bay | LATITUDE: -40.630 | LONGITUDE: 172.72,C,G,GOLDENBAY,PH
6331,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2017,8.009,2017,8.15,7.839,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Tasman Bay | LATITUDE: -41.191 | LONGITUDE: 173.35,C,G,TASMANBAY,PH
6332,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2017,8.007,2017,8.145,7.906,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Wellington | LATITUDE: -41.301 | LONGITUDE: 174.81,C,G,WELLINGTON,PH
6333,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2017,8.071,2017,8.123,7.965,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.62,C,G,WESTCOAST-JACKSONBAY,PH
6334,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2018,8.008,2018,8.057,7.932,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.18,C,G,BAYOFPLENTY,PH
6335,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2018,8.032,2018,8.083,7.945,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Chatham Islands | LATITUDE: -43.946 | LONGITUDE: 176.56,C,G,CHATHAMISLANDS,PH
6336,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2018,8.078,2018,8.146,8.035,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Dunedin Pylon | LATITUDE: -45.780 | LONGITUDE: 170.72,C,G,DUNEDINPYLON,PH
6337,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2018,8.023,2018,8.126,7.937,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Golden Bay | LATITUDE: -40.630 | LONGITUDE: 172.72,C,G,GOLDENBAY,PH
6338,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2018,8.031,2018,8.095,7.939,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Marlborough Sounds | LATITUDE: -41.033| LONGITUDE: 174.02,C,G,MARLBOROUGHSOUNDS,PH
6339,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2018,8.021,2018,8.101,7.946,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Tasman Bay | LATITUDE: -41.191 | LONGITUDE: 173.35,C,G,TASMANBAY,PH
6340,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2018,7.953,2018,8.026,7.857,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Auckland | LATITUDE: -36.823 | LONGITUDE: 174.72,C,G,AUCKLAND,PH
6341,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2018,8.011,2018,8.103,7.905,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Wellington | LATITUDE: -41.301 | LONGITUDE: 174.81,C,G,WELLINGTON,PH
6342,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2018,8.068,2018,8.164,7.99,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.62,C,G,WESTCOAST-JACKSONBAY,PH
6343,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2018,8.054,2018,8.113,8.024,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Stewart Island | LATITUDE: -46.925 | LONGITUDE: 168.13,C,G,STEWARTISLAND,PH
6344,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2019,8.049,2019,8.105,7.998,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Tasman Bay | LATITUDE: -41.191 | LONGITUDE: 173.35,C,G,TASMANBAY,PH
6345,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2019,7.905,2019,8.006,7.838,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Wellington | LATITUDE: -41.301 | LONGITUDE: 174.81,C,G,WELLINGTON,PH
6346,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2019,8.036,2019,8.124,7.886,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Marlborough Sounds/Cannon Hill | LATITUDE: -40.946 | LONGITUDE: 173.987,C,G,MARLBOROUGHSOUNDS-CANNONHILL,PH
6347,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2019,8.057,2019,8.165,7.962,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.62,C,G,WESTCOAST-JACKSONBAY,PH
6348,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2019,8.031,2019,8.13,7.956,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Golden Bay | LATITUDE: -40.630 | LONGITUDE: 172.72,C,G,GOLDENBAY,PH
6349,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2019,7.902,2019,7.912,7.892,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Auckland | LATITUDE: -36.823 | LONGITUDE: 174.72,C,G,AUCKLAND,PH
6350,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2019,7.932,2019,8.004,7.827,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.18,C,G,BAYOFPLENTY,PH
6351,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2019,7.996,2019,8.034,7.97,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Chatham Islands | LATITUDE: -43.946 | LONGITUDE: 176.56,C,G,CHATHAMISLANDS,PH
6352,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2019,8.088,2019,8.141,8.053,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Dunedin Pylon | LATITUDE: -45.780 | LONGITUDE: 170.72,C,G,DUNEDINPYLON,PH
6353,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2019,7.979,2019,8.022,7.924,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Marlborough Sounds | LATITUDE: -41.033| LONGITUDE: 174.02,C,G,MARLBOROUGHSOUNDS,PH
6354,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2020,8.051,2020,8.113,7.971,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Dunedin Pylon | LATITUDE: -45.780 | LONGITUDE: 170.72,C,G,DUNEDINPYLON,PH
6355,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2020,7.983,2020,8.045,7.923,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Bay of Plenty | LATITUDE: -37.669 | LONGITUDE: 176.18,C,G,BAYOFPLENTY,PH
6356,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2020,8.016,2020,8.1,7.954,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Marlborough Sounds/Cannon Hill | LATITUDE: -40.946 | LONGITUDE: 173.987,C,G,MARLBOROUGHSOUNDS-CANNONHILL,PH
6357,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2020,8.034,2020,8.111,7.939,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Golden Bay | LATITUDE: -40.630 | LONGITUDE: 172.72,C,G,GOLDENBAY,PH
6358,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2020,7.983,2020,8.042,7.721,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Stewart Island | LATITUDE: -46.925 | LONGITUDE: 168.13,C,G,STEWARTISLAND,PH
6359,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2020,8.005,2020,8.101,7.961,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Wellington | LATITUDE: -41.301 | LONGITUDE: 174.81,C,G,WELLINGTON,PH
6360,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2020,7.982,2020,8.025,7.908,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Chatham Islands | LATITUDE: -43.946 | LONGITUDE: 176.56,C,G,CHATHAMISLANDS,PH
6361,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2020,8.064,2020,8.111,7.991,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Westcoast/Jackson Bay | LATITUDE: -43.973 | LONGITUDE: 168.62,C,G,WESTCOAST-JACKSONBAY,PH
6362,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2020,7.946,2020,8.209,7.183,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  WRC_128 | LATITUDE: -37.088| LONGITUDE: 175.49,C,G,WRC_128,PH
6363,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,554,New Zealand,2020,8.037,2020,8.077,7.989,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Tasman Bay | LATITUDE: -41.191 | LONGITUDE: 173.35,C,G,TASMANBAY,PH
6364,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,578,Norway,2007,8.176,2007,8.214,8.124,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: West Coast | LATITUDE:  60.170 | LONGITUDE: 5.17,C,G,WESTCOAST,PH
6365,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,578,Norway,2008,8.119,2008,8.197,8.064,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: West Coast | LATITUDE:  60.170 | LONGITUDE: 5.17,C,G,WESTCOAST,PH
6366,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,578,Norway,2009,8.136,2009,8.402,8.0,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: West Coast | LATITUDE:  60.170 | LONGITUDE: 5.17,C,G,WESTCOAST,PH
6367,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,578,Norway,2010,8.096,2010,8.15,8.032,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: West Coast | LATITUDE:  60.170 | LONGITUDE: 5.17,C,G,WESTCOAST,PH
6368,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,578,Norway,2011,8.077,2011,8.105,8.048,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: IMR_Norwegian_Sea | LATITUDE: 64.134 | LONGITUDE: 1.26,C,G,IMR_NORWEGIAN_SEA,PH
6369,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,578,Norway,2012,8.056,2012,8.075,8.041,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: IMR_Norwegian_Sea | LATITUDE: 63.428 | LONGITUDE: 2.87,C,G,IMR_NORWEGIAN_SEA,PH
6370,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,578,Norway,2013,8.059,2013,8.072,8.047,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: IMR_Norwegian_Sea | LATITUDE: 62.490 | LONGITUDE: 4.95,C,G,IMR_NORWEGIAN_SEA,PH
6371,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,578,Norway,2014,8.175,2014,8.444,8.054,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: CarbonBridge | LATITUDE: 78.920 | LONGITUDE: 3.99,C,G,CARBONBRIDGE,PH
