,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,UpperBound,LowerBound,Source,FootNote,Nature,Reporting Type,Sampling Stations,Units
6205,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2011,8.081,2011,8.113,8.062,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: LN6 | LATITUDE: 67.998| LONGITUDE: -12.66 ,C,G,LN6,PH
6206,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2012,8.078,2012,8.152,8.047,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: LN6 | LATITUDE: 67.998| LONGITUDE: -12.66 ,C,G,LN6,PH
6207,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2014,8.062,2014,8.094,8.038,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: ST5 | LATITUDE: 63.665 | LONGITUDE:-13.66 ,C,G,ST5,PH
6208,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2014,8.105,2014,8.121,8.086,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: LN6 | LATITUDE: 67.998| LONGITUDE: -12.66 ,C,G,LN6,PH
6209,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2015,8.041,2015,8.074,8.019,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: LN6 | LATITUDE: 67.998| LONGITUDE: -12.66 ,C,G,LN6,PH
6210,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2015,8.031,2015,8.042,8.02,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: ST5 | LATITUDE: 63.665 | LONGITUDE:-13.66 ,C,G,ST5,PH
6211,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2016,8.107,2016,8.179,8.037,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: LN6 | LATITUDE: 67.998| LONGITUDE: -12.66 ,C,G,LN6,PH
6212,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2016,8.010,2016,8.089,7.912,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: ST5 | LATITUDE: 63.665 | LONGITUDE:-13.66 ,C,G,ST5,PH
6213,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2017,8.146,2017,8.235,8.073,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: LN6 | LATITUDE: 67.998| LONGITUDE: -12.66 ,C,G,LN6,PH
6214,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2017,8.034,2017,8.086,8.003,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: ST5 | LATITUDE: 63.665 | LONGITUDE:-13.66 ,C,G,ST5,PH
6215,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2018,8.080,2018,8.14,8.017,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: LN6 | LATITUDE: 67.998| LONGITUDE: -12.66 ,C,G,LN6,PH
6216,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2018,8.055,2018,8.112,8.004,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: ST5 | LATITUDE: 63.665 | LONGITUDE:-13.66 ,C,G,ST5,PH
6217,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2019,8.053,2019,8.102,8.023,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: ST5 | LATITUDE: 63.665 | LONGITUDE:-13.66 ,C,G,ST5,PH
6218,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2019,8.088,2019,8.116,8.06,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: LN6 | LATITUDE: 67.998| LONGITUDE: -12.66 ,C,G,LN6,PH
6219,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2020,8.061,2020,8.078,8.043,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: LN6 | LATITUDE: 67.998| LONGITUDE: -12.66 ,C,G,LN6,PH
6220,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2020,8.063,2020,8.093,8.04,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: ST5 | LATITUDE: 63.665 | LONGITUDE:-13.66 ,C,G,ST5,PH
6221,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,352,Iceland,2020,8.054,2020,8.098,8.019,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: FX9 | LATITUDE: 64.337 | LONGITUDE: -27.97,C,G,FX9,PH
6222,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,380,Italy,2011,8.039,2011,8.14,7.944,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: MedSea | LATITUDE: 45.714| LONGITUDE: 13.57,C,G,MEDSEA,PH
6223,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,380,Italy,2012,8.002,2012,8.138,7.819,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: MedSea | LATITUDE: 45.655 | LONGITUDE: 13.64,C,G,MEDSEA,PH
6224,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,380,Italy,2013,7.924,2013,7.94,7.875,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: MedSea | LATITUDE: 45.679 | LONGITUDE: 13.61,C,G,MEDSEA,PH
6225,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,384,Côte d'Ivoire,2018,8.067,2018,8.078,8.048,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Jacqueville | LATITUDE: 5.190| LONGITUDE: -4.47,C,G,JACQUEVILLE,PH
6226,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,384,Côte d'Ivoire,2019,8.058,2019,8.072,8.046,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Jacqueville | LATITUDE: 5.190| LONGITUDE: -4.48,C,G,JACQUEVILLE,PH
6227,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2008,8.115,2008,8.118,8.113,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: K2 | LATITUDE: 46.989| LONGITUDE: 159.98,C,G,K2,PH
6228,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2010,8.060,2010,8.108,8.023,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: K2 | LATITUDE: 46.989| LONGITUDE: 159.98,C,G,K2,PH
6229,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2011,8.038,2011,8.08,7.995,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: K2 | LATITUDE: 46.989| LONGITUDE: 159.98,C,G,K2,PH
6230,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2012,8.068,2012,8.082,8.052,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: K2 | LATITUDE: 46.989| LONGITUDE: 159.98,C,G,K2,PH
6231,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2013,8.035,2013,8.065,7.993,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: K2 | LATITUDE: 46.989| LONGITUDE: 159.98,C,G,K2,PH
6232,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2014,8.118,2014,8.192,8.071,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Mutsu (Sekinehama port)| LATITUDE: 41.378 | LONGITUDE: 141.24,C,G,MUTSU-SEKINEHAMAPORT,PH
6233,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2014,8.031,2014,8.065,8.008,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: K2 | LATITUDE: 46.989| LONGITUDE: 159.98,C,G,K2,PH
6234,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2015,8.119,2015,8.199,8.058,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Mutsu (Sekinehama port)| LATITUDE: 41.378 | LONGITUDE: 141.24,C,G,MUTSU-SEKINEHAMAPORT,PH
6235,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2015,8.067,2015,8.1,8.022,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: K2 | LATITUDE: 46.989| LONGITUDE: 159.98,C,G,K2,PH
6236,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2016,8.048,2016,8.061,8.015,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: K2 | LATITUDE: 46.989| LONGITUDE: 159.98,C,G,K2,PH
6237,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2016,8.117,2016,8.193,8.039,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Mutsu (Sekinehama port)| LATITUDE: 41.378 | LONGITUDE: 141.24,C,G,MUTSU-SEKINEHAMAPORT,PH
6238,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2017,8.093,2017,8.183,8.03,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: K2 | LATITUDE: 46.989| LONGITUDE: 159.98,C,G,K2,PH
6239,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2017,8.121,2017,8.23,8.052,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Mutsu (Sekinehama port)| LATITUDE: 41.378 | LONGITUDE: 141.24,C,G,MUTSU-SEKINEHAMAPORT,PH
6240,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2018,8.025,2018,8.04,7.994,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: K2 | LATITUDE: 46.989| LONGITUDE: 159.98,C,G,K2,PH
6241,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2018,8.120,2018,8.248,8.037,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Mutsu (Sekinehama port)| LATITUDE: 41.378 | LONGITUDE: 141.24,C,G,MUTSU-SEKINEHAMAPORT,PH
6242,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2019,8.028,2019,8.052,7.99,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: K2 | LATITUDE: 46.989| LONGITUDE: 159.98,C,G,K2,PH
6243,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,392,Japan,2019,8.150,2019,8.177,8.134,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Mutsu (Sekinehama port)| LATITUDE: 41.378 | LONGITUDE: 141.24,C,G,MUTSU-SEKINEHAMAPORT,PH
6244,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,404,Kenya,2020,7.935,2020,,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Kilifi bay | LATITUDE: -3.62 | LONGITUDE: 39.88,C,G,KILIFIBAY,PH
6245,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,404,Kenya,2020,7.900,2020,7.908,7.892,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Kuruwitu | LATITUDE: -3.81| LONGITUDE: 39.84,C,G,KURUWITU,PH
6246,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,404,Kenya,2020,7.956,2020,8.019,7.901,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Shimoni | LATITUDE: -4.46 | LONGITUDE: 39.53,C,G,SHIMONI,PH
6247,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,404,Kenya,2020,7.894,2020,7.983,7.814,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Malindi | LATITUDE: -3.23 | LONGITUDE: 40.14,C,G,MALINDI,PH
6248,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,404,Kenya,2020,7.898,2020,7.903,7.894,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Nyali | LATITUDE: -4.06 | LONGITUDE: 39.72,C,G,NYALI,PH
6249,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,404,Kenya,2020,7.981,2020,,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Coral Garden | LATITUDE: -4.00 | LONGITUDE: 39.75,C,G,CORALGARDEN,PH
6250,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,404,Kenya,2020,7.904,2020,8.021,7.804,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Diani | LATITUDE: -4.34 | LONGITUDE: 39.58,C,G,DIANI,PH
6251,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,404,Kenya,2020,7.994,2020,8.076,7.881,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name:  Gazi | LATITUDE: -4.46 | LONGITUDE: 39.53,C,G,GAZI,PH
6252,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,414,Kuwait,2010,8.08,2010,8.379,7.699,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Kuwait | LATITUDE: 29.450 | LONGITUDE: 47.97,C,G,KUWAIT,PH
6253,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,414,Kuwait,2011,8.01,2011,8.427,7.772,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Kuwait| LATITUDE: 29.333 | LONGITUDE: 48.17,C,G,KUWAIT,PH
6254,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,414,Kuwait,2012,8.02,2012,8.379,7.726,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Kuwait | LATITUDE: 29.417 | LONGITUDE: 48.50,C,G,KUWAIT,PH
6255,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,414,Kuwait,2013,8.05,2013,8.405,7.705,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Kuwait | LATITUDE: 29.450 | LONGITUDE: 47.97,C,G,KUWAIT,PH
6256,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,414,Kuwait,2014,8.17,2014,8.401,7.81,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Kuwait| LATITUDE: 29.450 | LONGITUDE: 47.97,C,G,KUWAIT,PH
6257,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,414,Kuwait,2015,8.19,2015,8.459,7.275,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Kuwait | LATITUDE: 29.518 | LONGITUDE: 48.25,C,G,KUWAIT,PH
6258,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,414,Kuwait,2016,8.25,2016,8.407,8.077,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Kuwait| LATITUDE: 29.518 | LONGITUDE: 48.25,C,G,KUWAIT,PH
6259,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,414,Kuwait,2017,8.31,2017,8.443,8.002,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Kuwait| LATITUDE: 29.600 | LONGITUDE: 48.17,C,G,KUWAIT,PH
6260,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,414,Kuwait,2018,8.07,2018,8.425,7.68,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Kuwait| LATITUDE: 29.518| LONGITUDE: 48.25,C,G,KUWAIT,PH
6261,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,414,Kuwait,2019,8.00,2019,8.415,7.7,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Kuwait | LATITUDE: 29.450| LONGITUDE: 47.97,C,G,KUWAIT,PH
6262,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,414,Kuwait,2020,8.23,2020,8.32,8.13,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Kuwait | LATITUDE: 29.450| LONGITUDE: 47.97,C,G,KUWAIT,PH
6263,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,480,Mauritius,2019,8.067,2019,8.095,8.031,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: ALBION | LATITUDE: -20.348 | LONGITUDE: 57.552,C,G,ALBION,PH
6264,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,480,Mauritius,2020,8.115,2020,,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: ALBION | LATITUDE: -20.348 | LONGITUDE: 57.553,C,G,ALBION,PH
6265,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,484,Mexico,2016,8.052,2016,8.064,8.039,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Boya de recalada - Mazatlan | LATITUDE: 23.15 | LONGITUDE: -106.43,C,G,BOYADERECALADA-MAZATLAN,PH
6266,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,484,Mexico,2017,7.952,2017,8.077,7.693,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Boya de recalada - Mazatlan | LATITUDE: 23.15 | LONGITUDE: -106.44,C,G,BOYADERECALADA-MAZATLAN,PH
6267,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,484,Mexico,2018,8.031,2018,8.319,7.69,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Boya de recalada - Mazatlan | LATITUDE: 23.15 | LONGITUDE: -106.45,C,G,BOYADERECALADA-MAZATLAN,PH
6268,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,484,Mexico,2019,7.909,2019,7.971,7.846,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Boya de recalada - Mazatlan | LATITUDE: 23.15 | LONGITUDE: -106.46,C,G,BOYADERECALADA-MAZATLAN,PH
6269,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,508,Mozambique,2020,8.083,2020,8.883,7.393,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: Mozambique | LATITUDE: -26.040 | LONGITUDE: 32.90,C,G,MOZAMBIQUE,PH
6270,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.903,2018,8.126,7.735,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: GOERE2 | LATITUDE: 51.847| LONGITUDE: 3.92,C,G,GOERE2,PH
6271,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.920,2018,8.212,7.757,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: WALCRN20  | LATITUDE: 51.659 | LONGITUDE: 3.22,C,G,WALCRN20,PH
6272,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.912,2018,8.079,7.791,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: TERSLG50 | LATITUDE: 53.768 | LONGITUDE: 4.77,C,G,TERSLG50,PH
6273,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.904,2018,8.259,7.735,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: WALCRN2  | LATITUDE: 51.549 | LONGITUDE: 3.41,C,G,WALCRN2,PH
6274,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.902,2018,8.074,7.807,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: WALCRN70  | LATITUDE: 51.957 | LONGITUDE: 2.68,C,G,WALCRN70,PH
6275,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.872,2018,7.913,7.82,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: TERSLG235 | LATITUDE: 55.172 | LONGITUDE: 3.16,C,G,TERSLG235,PH
6276,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.932,2018,8.098,7.744,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: NOORDWK10 | LATITUDE: 52.302 | LONGITUDE: 4.30,C,G,NOORDWK10,PH
6277,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.924,2018,8.117,7.728,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: NOORDWK2 | LATITUDE: 52.261| LONGITUDE: 4.41,C,G,NOORDWK2,PH
6278,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.931,2018,8.086,7.776,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: NOORDWK20 | LATITUDE: 52.342 | LONGITUDE: 4.18,C,G,NOORDWK20,PH
6279,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.912,2018,8.063,7.824,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: NOORDWK70 | LATITUDE: 52.569 | LONGITUDE: 3.53,C,G,NOORDWK70,PH
6280,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.957,2018,8.267,7.733,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: SCHOUWN10 | LATITUDE: 51.720 | LONGITUDE: 3.50 ,C,G,SCHOUWN10,PH
6281,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.929,2018,8.129,7.781,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: TERSLG10 | LATITUDE: 53.461| LONGITUDE: 5.10,C,G,TERSLG10,PH
6282,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.875,2018,8.055,7.793,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: TERSLG135 | LATITUDE: 54.416 | LONGITUDE: 4.04,C,G,TERSLG135,PH
6283,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.864,2018,8.057,7.793,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: TERSLG100 | LATITUDE: 54.149 | LONGITUDE: 4.34,C,G,TERSLG100,PH
6284,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.864,2018,7.982,7.8,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: TERSLG175 | LATITUDE: 54.719 | LONGITUDE: 3.69,C,G,TERSLG175,PH
6285,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2018,7.875,2018,8.024,7.685,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: GOERE6 | LATITUDE: 51.870| LONGITUDE: 3.87,C,G,GOERE6,PH
6286,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.861,2019,7.98,7.779,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: TERSLG100 | LATITUDE: 54.149 | LONGITUDE: 4.34,C,G,TERSLG100,PH
6287,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.858,2019,7.966,7.771,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: TERSLG135 | LATITUDE: 54.416 | LONGITUDE: 4.04,C,G,TERSLG135,PH
6288,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.837,2019,7.884,7.781,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: TERSLG175 | LATITUDE: 54.719 | LONGITUDE: 3.69,C,G,TERSLG175,PH
6289,14,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,528,Netherlands,2019,7.849,2019,7.914,7.771,Intergovernmental Oceanographic Commission (IOC) of UNESCO,Mooring Name: TERSLG235 | LATITUDE: 55.172 | LONGITUDE: 3.16,C,G,TERSLG235,PH
